url,label
romsigmed.ro,FALSE
spatsz.com,FALSE
svetyivanrilski.com,FALSE
titon.info,FALSE
tophostbg.net,FALSE
vivaweb.org,FALSE
vocational-training.us,FALSE
warco.pl,FALSE
bde.be,FALSE
pwvita.pl,FALSE
roks.ua,FALSE
skgroup.kiev.ua,FALSE
tecnocuer.com,FALSE
tk-gregoric.si,FALSE
tomalinoalambres.com.ar,FALSE
vipdn123.blackapplehost.com,FALSE
womenslabour.org,FALSE
wroclawski.com.pl,FALSE
xoomer.alice.it/email02/bom.jpg,FALSE
propan.ru/forum/downloads.php,FALSE
firehouse651.com/gallery/images/copyright.txt,FALSE
freewebtown.com/atakus/Nokia/BotNetNew.txt,FALSE
webcashmaker.com/v2/members/trade_traffic.php,FALSE
stormpages.com/script/PHP.txt,FALSE
stormpages.com/master/psy.txt,FALSE
stormpages.com/master/ping.txt,FALSE
stormpages.com/diantara/BOT.txt,FALSE
spykit.110mb.com/tools/id.txt,FALSE
sentrol.cl/components/kampret.jpg,FALSE
kjbbc.net/bbs/data/gallery/1207290228/inbox.txt,FALSE
stormpages.com/ariefdream/nidec.txt,FALSE
stormpages.com/blewah/bot.txt,FALSE
stormpages.com/hasheo/mil.txt,FALSE
stormpages.com/hasheo/naoky.txt,FALSE
stormpages.com/hasheo/ros.txt,FALSE
stormpages.com/master/VoLcoM_04.txt,FALSE
stormpages.com/p38r1/aku.txt,FALSE
stormpages.com/script/PHP.txt,FALSE
stormpages.com/script/ping.txt,FALSE
torgi.kz/help/id2.txt,FALSE
torgi.kz/help/idxx.txt,FALSE
uriyuri.com/bbs/skin/zero_vote/1.txt,FALSE
usaenterprise.com/images/images.txt,FALSE
wigglewoo.com/portfolio/contests/contest-006.png,FALSE
xorgwebs.webs.com/stx.1,FALSE
plengeh.wen.ru/id.txt,FALSE
wahyufian.zoomshare.com/files/bot.txt,FALSE
hospedar.xpg.com.br/nome.txt,FALSE
dl.heima8.com/pv/dl.htm?adid=20132&sid=0211,FALSE
update.51edm.net/20090728/01.dll,FALSE
update.51edm.net/20090728/01.kdg,FALSE
xiruz.kit.net/mola.jpg,FALSE
wfoto.front.ru/fotos.com,FALSE
ska.energia.cz/download/imer.up,FALSE
obyz.de/webproxytest.txt,FALSE
callingcardsinstantly.com/webalizer/050709wareza/crack=17=keygen=serial.html,FALSE
dawnframing.com/webalizer/050709wareza/crack=17=keygen=serial.html,FALSE
free-crochet-pattern.com/webalizer/050709wareza/crack=17=keygen=serial.html,FALSE
js.tongji.linezing.com/1189582/tongji.js,FALSE
oiluk.net/cache/cache_94afbfb2f291e0bf253fcf222e9d238e_180836f9b956ab9d91a50f9add968699,FALSE
adgallery.whitehousedrugpolicy.gov/members/Miley-Cyrus-Nude/default.aspx,FALSE
vvvic.com,FALSE
sportsulsan.co.kr/poll/aipi/id.txt,FALSE
papamamandoudouetmoi.com,FALSE
hst-19-33.splius.lt:8080,FALSE
tabex.sopharma.bg:8080,FALSE
professionalblackbook.com/,FALSE
0koryu0.easter.ne.jp,FALSE
whitesports.co.kr,FALSE
typeofmarijuana.com/,FALSE
trafficgrowth.com/,FALSE
thcvaporizer.com/,FALSE
roorbong.com/,FALSE
thcextractor.com/,FALSE
purethc.com/,FALSE
potvaporizer.com/,FALSE
portablevaporizer.com/,FALSE
cannabispicture.com/,FALSE
cannabislyric.com/,FALSE
dp-medien.eu,FALSE
juedische-kammerphilharmonie.de,FALSE
utopia-muenchen.de,FALSE
vernoblisk.com,FALSE
vural-electronic.com,FALSE
purplehorses.net/?page=bleach-244-online,FALSE
wildsap.com/?kkk=bleach-episodes-244,FALSE
ohiomm.com/?page=bleach-244-vosta,FALSE
saturnleague.com/mxbb/?kkk=bleach-244-english-sub,FALSE
be-funk.com/?kkk=bleach-244-english-sub,FALSE
revistaelite.com/?topic=bleach-244-english-sub,FALSE
wrestlingexposed.com/faq.php?t=bleach-244-english-sub,FALSE
revistaelite.com/?topic=bleach-244-raw,FALSE
santacruzsuspension.com/?j=bleach-episode-245,FALSE
sitepalace.com/w0rmreaper/NoVaC.jpeg,FALSE
doctor-alex.com/files/SetupDrAlex.exe,FALSE
cznshuya.ivnet.ru/,FALSE
tpt.edu.in/,FALSE
inlinea.co.uk,FALSE
inlinea.co.uk/suspended.page/,FALSE
inlinea.co.uk/adnep/simple.php,FALSE
inlinea.co.uk/adnep/tahitian.php,FALSE
downloads-whatsapp.com/whatsapp-for-samsung.php,FALSE
websalesusa.com/ken,FALSE
rempko.sk/kontakt.htm,FALSE
secondome.com/sora-margherita/,FALSE
reishus.de/.sys/?action=fbgen&mode=s&age=193&a=-186345958&v=82&crc=669&ie=6.0.2900.2180,FALSE
sexzoznamka.eu/lightbox/js/r/files/tasks/AC,FALSE
a.update.51edm.net/20100223/01.kdg?md5=ab2676ca2190bc21abcba6e5f5b3b2a7,FALSE
bravetools.net/en/mytools.php,FALSE
vette-porno.nl,FALSE
obkom.net.ua/bancodes/rotator.php?place=indexfoot,FALSE
wkmg.co.kr/bbs/lib/1.txt,FALSE
blacknite.eu/cracking/Pelite.EXE,FALSE
bargainracks.co.uk/img/common/1x2.gif,FALSE
pokachi.net/,FALSE
pride-u-bike.com/2006/09/30/akkymtlator/,FALSE
pride-u-bike.com/2007/06/23/s-tolkacha/,FALSE
pride-u-bike.com/2007/07/30/doroga-smerti/,FALSE
pride-u-bike.com/byzapimoto/,FALSE
pride-u-bike.com/motorcycle/suzuki-motorcycle/,FALSE
pride-u-bike.com/motorcycle/vozdeniye-motorcycle/,FALSE
pride-u-bike.com/sell/honda-steed-400-1996/,FALSE
pride-u-bike.com/sell/honda-vfr400r-nc30/,FALSE
quotidiennokoue.com/,FALSE
quotidiennokoue.com/?cat=5,FALSE
quotidiennokoue.com/?p=558,FALSE
safety.amw.com/family/ask-john-walsh-how-can-i-tell-if-a-child-has-been-abused/,FALSE
safety.amw.com/home/stop-domestic-violence-before-it-starts/,FALSE
wmserver.net/sgcg/?page_id=5,FALSE
wp9.ru/,FALSE
sanseracingteam.com/wordpress/,FALSE
sanseracingteam.com/wordpress/?p=128,FALSE
sonnoli.com/?page_id=5,FALSE
stirparts.ru/,FALSE
tiergestuetzt.de/,FALSE
pic.starsarabian.com/,FALSE
angolotesti.it/J/testi_canzoni_jovanotti_168/testo_canzone_chissa_se_stai_dormendo_9566.html,FALSE
w612.nb.host127-0-0-1.com/bins/int/kr3_znp.int?fxp=384bd820008ee37f030b3e65bca6e8a1a65beab33574f567a23b0a987ca83e6544e3e645,FALSE
q28840.nb.host127-0-0-1.com/bins/int/tp_map16.int?fxp=5936289861f351e362768cf97e7b45e0648647f26c6d6750fb2298af91238cf9c815a461,FALSE
w4988.nb.host127-0-0-1.com/bins/int/np_pkz.int?affid=NP_0104&fxp=85c26940bd074d9ebe8290842bca496331374b71c3b8806954f77f9,FALSE
z32538.nb.host127-0-0-1.com/bins/int/np_pkz.int?affid=NP_0104&fxp=2ac11c971204a16811817c725e04d68a44f9d4987c472f66eb08d0,FALSE
afa15.com.ne.kr/media/videoxxx.avi.exe,FALSE
rsiuk.co.uk/cinch/index.html,FALSE
fgawegwr.chez.com/images/1273471091.exe,FALSE
montezuma.spb.ru/key/72548.htm,FALSE
freeserials.ws/sn/64850.html,FALSE
allxscan.tk/ddt/load.php?f=1&e=4,FALSE
pornstarss.tk/ntk/index.php?ID=105828,FALSE
helesouurusa.cjb.com/land/video.php?l=4:52&id=1&n=my_loli2&a=mike&path=./tmb/my_loli2/31.jpg&rat=./img/rating5.jpg&v=61545,FALSE
helesouurusa.cjb.com/land/?n=my_loli2&id=1,FALSE
luwyou.com/photos.php,FALSE
update.onescan.co.kr/setupa/onescansetup.exe,FALSE
sudcom.org/tmp/source/index.php,FALSE
sudcom.org/tmp/source/pdf.php,FALSE
scdsfdfgdr12.tk/go/?afid=51,FALSE
scaner-do.tk/go/?afid=51,FALSE
scaner-file.tk/go/?afid=51,FALSE
scaner-figy.tk/go/?afid=51,FALSE
ns2ns1.tk/test/index.php,FALSE
ns2ns1.tk/test/load.php?f=1&e=2,FALSE
scaner-or.tk/go/?afid=51,FALSE
exsexytop.tk/www/index.php,FALSE
exsexytop.tk/www/load.php?f=1&e=2,FALSE
scaner-sboom.tk/go/?afid=96,FALSE
scaner-sbite.tk/go/?afid=,FALSE
scaner-tfeed.tk/go/?afid=96,FALSE
linkforme.tk/www1/load.php?f=1&e=2,FALSE
linkforme.tk/www1/index.php,FALSE
scaner-tgame.tk/go/?afid=51,FALSE
scaner-sdee.tk/go/?afid=51,FALSE
web-fill.tk/go/?afid=51,FALSE
internet-bb.tk/go/?afid=51,FALSE
textsex.tk/str/index.php,FALSE
textsex.tk/str/load.php?f=1&e=4,FALSE
live-dir.tk/go/?afid=51,FALSE
mbrdot.tk/123/index.php,FALSE
mbrdot.tk/123/load.php?f=1&e=6,FALSE
zyxyfy.com/images/ner.html,FALSE
sexyster.tk/lo/index.php,FALSE
sexyster.tk/lo/load.php?f=1&e=6,FALSE
fkhfgfg.tk/123/load.php?file=0,FALSE
fkhfgfg.tk/123/load.php?file=1,FALSE
fkhfgfg.tk/123/load.php?file=ftpgrabber,FALSE
fkhfgfg.tk/123/load.php?file=pokergrabber,FALSE
web-domain.tk/go/?afid=51,FALSE
unlim-app.tk/go/?afid=51,FALSE
new-address.tk/go/?afid=80,FALSE
gameangel.com/System/html/js/html.js,FALSE
vvps.ws/44/mothersdarlingcross.php?,FALSE
beldiplomcom.75.com1.ru/true.php,FALSE
beldiplomcom.75.com1.ru/loading.php?spl=mdac,FALSE
url-cameralist.tk/go/?afid=136,FALSE
site-checksite.tk/go/?afid=144,FALSE
downloaddirect.com/software/vlc-player/2567,FALSE
kcta.or.kr/js/json.js,FALSE
spris.com/images/log.txt,FALSE
new-softdriver.tk/go/?afid=90,FALSE
orkut.krovatka.su/imagem-542454.jpg,FALSE
faq-candrive.tk/go/?afid=51,FALSE
job-compuse.tk/go/?afid=90,FALSE
hosting-controlnext.tk/go/?afid=51,FALSE
hosting-controlid1.tk/go/?afid=156,FALSE
hosting-controlid1.tk/go/?afid=90,FALSE
hosting-controlpin.tk/go/?afid=51,FALSE
hosting-controlpr.tk/go/?afid=51,FALSE
image-circul.tk/go/?afid=51,FALSE
job-companybuild.tk/go/?afid=51,FALSE
lab-cntest.tk/go/?afid=90,FALSE
bookofkisl.com/album.php,FALSE
infoweb-coolinfo.tk/90/?afid=90,FALSE
alissonluis-musico.sites.uol.com.br/mar.jpg,FALSE
skiholidays4beginners.com/subtraction-scorpio-male-and-virgo-female-compatiblity/,FALSE
patrickhickey.eu/concertina-free-short-skits-scripts-in-hindi-for-independence-day/,FALSE
rolemodelstreetteam.invasioncrew.com/raazuc/Dossier-For-M,FALSE
hy-brasil.mhwang.com/,FALSE
marx-brothers.mhwang.com/,FALSE
networkmedical.com.hk/defeating-innova-champion-discs-inc-raven/,FALSE
wallpapers91.com,FALSE
rat-on-subway.mhwang.com/,FALSE
dowdenphotography.com/ps/wy-template-printable-brain-cap-teaching-anatomy.htm,FALSE
seet10.jino.ru,FALSE
vkont.bos.ru,FALSE
download207.mediafire.com/2ezaemp68lyg/fe8lc6kqa1f06n1/Grand+Theft+Modification.zip,FALSE
dl.downf468.com/n/3.0.25/3299664/manual-básico-de-windows-movie-maker.exe,FALSE
widestep.com/files/ws_qk_install.exe,FALSE
casamama.nl/,FALSE
seoholding.com/13/overblog,FALSE
seonetwizard.com/in.cgi?3,FALSE
seoholding.com/13/overblog&usg=AFQjCNGS7Xe0yilVQ6lGj3Oroonf7-gfhg,FALSE
makohela.tk/kingofthelamers.jar,FALSE
crackzone.net/data/Super_Mp3_Download_Version_3.3.4.6_serial_keys_gen-bee3afe71a.html,FALSE
seoholding.com/13/boardhost,FALSE
infra.by/conflq.php,FALSE
elocumjobs.com/_sql/1/index.php?spl=mdac,FALSE
nobodyspeakstruth.narod.ru/upload/main.exe,FALSE
remorcicomerciale.ro/hyb7w2u/index.html,FALSE
negociosdasha.com/uqa5q2p/index.html,FALSE
eldiariodeguadalajara.com/153c5f/index.html,FALSE
paracadutismolucca.it/fe7041/index.html,FALSE
aintdoinshit.com/,FALSE
cswilliamsburg.com/site7/data/,FALSE
bj04.com/myimg/?IMG1507.jpg,FALSE
pamoran.net/forum/got.php?sid=1,FALSE
pamoran.net/forum/go.php?sid=1,FALSE
police11.provenprotection.net/?1284cf325cf33aa48aeb29aee89b3473,FALSE
qbike.com.br/lidn.html,FALSE
serraikizimi.gr/akAYd6dn/index.html,FALSE
0zz0.com/2012/05/05/18/394995639.gif,FALSE
2.0zz0.com/2012/05/06/00/464591666.gif,FALSE
metrocuadro.com.ve/coolest/2013googledocs/,FALSE
petpleasers.ca/templates/rhuk_milkyway/images/red/sll.exe,FALSE
dimenal.com.br/cUEDN4w2/index.html?s=883&lid=2267&elq=11f7b1b5179f45b09737bdf10d0fe61f,FALSE
dimenal.com.br/HHv0oxBP/index.html?s=883&lid=2298&elq=11f7b1b5179f45b09737bdf10d0fe61f,FALSE
miespaciopilates.com/7Fy2FzNg/index.html,FALSE
puenteaereo.info/fHA5c5iw/index.html?s=883&lid=2231&elq=11f7b1b5179f45b09737bdf10d0fe61f,FALSE
puenteaereo.info/fHA5c5iw/index.html?s=883&lid=2270&elq=11f7b1b5179f45b09737bdf10d0fe61f,FALSE
puenteaereo.info/KE3pt5Ye/index.html?s=883&lid=2328&elq=11f7b1b5179f45b09737bdf10d0fe61f,FALSE
serciudadano.com.ar/wp-content/uploads/report.htm,FALSE
zjjlf.croukwexdbyerr.net/zyso.cgi?16,FALSE
panazan.ro/online/libraries/pattemplate/patTemplate/Modifier/HTML/im/o/z/3pingo/cfg.bin,FALSE
panazan.ro/online/libraries/pattemplate/patTemplate/Modifier/HTML/im/o/z/3pingo/gate.php,FALSE
two-of-us.at/images/W.exe,FALSE
poffet.net/mail.htm,FALSE
ns1.updatesdns.org/static.htmls,FALSE
topdecornegocios.com.br/EiqyDBxS/index.html,FALSE
win2150.vs.easily.co.uk/f49oj2TB/index.html,FALSE
stailapoza.ro/9kxmzBou/index.html,FALSE
two-of-us.at/images/vein.exe,FALSE
qualityindustrialcoatings.com/wM19L5ST/index.html,FALSE
avrakougioumtzi.gr/r3qd8wqB/index.html,FALSE
two-of-us.at/images/s4x.exe,FALSE
two-of-us.at/images/s2x.exe,FALSE
wetjane.x10.mx/,FALSE
storgas.co.rs/ahinfo.html,FALSE
two-of-us.at/images/s2.exe,FALSE
two-of-us.at/images/m.exe,FALSE
two-of-us.at/images/digitalcoinminer.exe,FALSE
two-of-us.at/images/dgc4x.exe,FALSE
two-of-us.at/images/dc.exe,FALSE
elew72isst.rr.nu/mm.php?d=x1,FALSE
two-of-us.at/images/bz.exe,FALSE
two-of-us.at/images/BR.exe,FALSE
two-of-us.at/images/aurcoinlab.exe,FALSE
markbruinink.nl/wp-admin/cnt.php,FALSE
perupuntocom.com/claroideas.exe,FALSE
asu.msmu.ru/templates/atomic/check.php,FALSE
parfumer.by/templates/atomic/check.php,FALSE
two-of-us.at/images/au4x.exe,FALSE
vdh-rimbach.de/oben/oben.htm,FALSE
xamateurpornlic.www1.biz/latest/xxx-porn-movie.avi.exe,FALSE
two-of-us.at/images/1.exe,FALSE
two-of-us.at/images/pictures.php,FALSE
tracking-stats-tr.usa.cc/links/convinces_lain_arranges.php,FALSE
publiccasinoil.com/links/orders-addressing_peace_driver.php,FALSE
stjohnsdryden.org/img/common/download.php,FALSE
3.bluepointmortgage.com/links/landing-philosophy_dry-suspende.php,FALSE
3.coolerpillow.com/links/landing-philosophy_dry-suspende.php,FALSE
4.androidislamic.com/links/created_danger.php,FALSE
4.collecorvino.org/links/landing-philosophy_dry-suspende.php,FALSE
4.dlevo.com/links/landing-philosophy_dry-suspende.php,FALSE
milleniumpapelaria.com.br/tag/class/editor.php?edit=gz,FALSE
xpornstarsckc.ddns.name/latest/xxx-porn-movie.avi.exe,FALSE
natural.buckeyeenergyforum.com/r/l/the-joint.php,FALSE
narrow.azenergyforum.com/r/l/brown_season.php,FALSE
upswings.net/track.php?c005,FALSE
lyzgs.com/track.php?c005,FALSE
weboxmedia.by/track.php?c005,FALSE
4.dlevo.com/links/created_danger.php,FALSE
4.e-why.net/links/becoming-either.php,FALSE
ukrfarms.com.ua/images/tovar.jpg.php,FALSE
babos.scrapping.cc/v211112n/i.php?token=forum,FALSE
2607.cn/1/t1.php,FALSE
5.eventiduepuntozero.com/links/becoming-either.php,FALSE
5.estasiatica.com/links/becoming-either.php,FALSE
mlpoint.pt/Scripts/d.html,FALSE
4.newenergydata.biz/links/apply-grants_catch.php,FALSE
gravityexp.com/go.php?sid=12,FALSE
4.newenergydata.info/links/apply-grants_catch.php,FALSE
4.periziavela.com/links/dedicates_user.php,FALSE
4.pianetapollo.com/links/dedicates_user.php,FALSE
winlock.usa.cc/k8uiaii89819aj/get.php?f=7,FALSE
dev.wrathofshadows.net/255163377.htm,FALSE
img.coldstoragemn.com/links/demands-lower.php,FALSE
img.sspbaseball.org/links/demands-lower.php,FALSE
nikolamireasa.com/less/demands-probably.php,FALSE
analxxxclipsyjh.dnset.com/latest/amateur_dog_sex_01.avi.exe,FALSE
private.hotelcesenaticobooking.info/r/l/updating-bugs_keeping.php,FALSE
6.bbnface.com/string/obscure-logs-useful.php,FALSE
6.mamaswishes.com/string/obscure-logs-useful.php,FALSE
6.bbnfaces.net/string/obscure-logs-useful.php,FALSE
4.whereintoscana.com/string/obscure-logs-useful.php,FALSE
4.whereintrentinoaltoadige.com/string/obscure-logs-useful.php,FALSE
4.whereinpuglia.com/string/obscure-logs-useful.php,FALSE
4.whereinsicilia.com/string/obscure-logs-useful.php,FALSE
4.whereinliguria.com/string/obscure-logs-useful.php,FALSE
4.whereinsardegna.com/string/obscure-logs-useful.php,FALSE
4.whereinmolise.com/string/obscure-logs-useful.php,FALSE
4.whereinpiemonte.com/string/obscure-logs-useful.php,FALSE
4.whereinmilan.com/string/obscure-logs-useful.php,FALSE
4.whereinlazio.com/string/obscure-logs-useful.php,FALSE
4.whereinlombardy.com/string/obscure-logs-useful.php,FALSE
4.whereinitaly.com/string/obscure-logs-useful.php,FALSE
4.whereinsicily.com/string/obscure-logs-useful.php,FALSE
6.bbnsmsgateway.com/string/obscure-logs-useful.php,FALSE
port.bg/wfgv.html?php=receipt,FALSE
webordermanager.com,FALSE
videoflyover.com,FALSE
quinnwealth.com/main.php?page=5e0cdb0ca7f86ed0,FALSE
0uk.net/zaaqw/Pony.exe,FALSE
cwmgaming.com,FALSE
11.lamarianella.info/read/defined_regulations-frequently.php,FALSE
0uk.net/zaaqw/cs.exe,FALSE
penwithian.co.uk/hyperventilate/sporran.js,FALSE
ukonline.hc0.me/new.exe,FALSE
penwithian.co.uk/hyperventilate/sporran.js,FALSE
50efa6486f1ef.skydivesolutions.be/news/refusal/natural.cgi,FALSE
ukonline.hc0.me/Host.exe,FALSE
somethingnice.hc0.me/Miner/CPUMiner.files,FALSE
avirasecureserver.com/values/extreme-soonest.php,FALSE
directxex.com/uploads/965775728.crypt.exe,FALSE
directxex.com/uploads/813441197.ms.exe?dl=1813441197.ms.exe,FALSE
directxex.com/uploads/565785830.been.exe,FALSE
directxex.com/uploads/482862824.kmahard.exe,FALSE
directxex.com/uploads/472678730.2113899106.puttymanager.exe,FALSE
directxex.com/uploads/39164388.ms.exe?dl=1,FALSE
directxex.com/uploads/341043287.crypted.exe,FALSE
directxex.com/uploads/2056064399.ms.exe,FALSE
directxex.com/uploads/1870347935.http.exe,FALSE
directxex.com/uploads/1835173533.ms.exe?dl=11835173533.ms.exe,FALSE
offerent.com/tmp/5lro65.php?receipt_print=825_417011330,FALSE
slayerlife.com/nbh/sends/ftc.php,FALSE
directxex.com/uploads/1803412028.mintt.exe,FALSE
directxex.com/uploads/1491944748.whaat.exe,FALSE
directxex.com/uploads/1599687595.ms.exe?dl=11599687595.ms.exe,FALSE
mycleanpc.tk/download/,FALSE
bbs.bjchun.com/report.htm,FALSE
customsboysint.com/1/25/human-head-wireframe,FALSE
directxex.com/uploads/1271351103.ms.exe?dl=1,FALSE
directxex.com/uploads/1271351103.ms.exe,FALSE
daspar.net/components/.kkcpgr.php?action=ss00_323,FALSE
totszentmarton.hu/riding.htm,FALSE
freefblikes.phpnet.us,FALSE
directxex.com/uploads/1005443056.cryptedserver.exe,FALSE
yougube.com,FALSE
youtuhe.com,FALSE
ukonline.hc0.me/Host.exe,FALSE
youtibe.com,FALSE
ukonline.hc0.me/new.exe,FALSE
tdms.saglik.gov.tr/KDV_Guncel_Tevkifat_Oranlari.htm,FALSE
sunny99.cholerik.cz/plugins/3yvPRqFJ.php,FALSE
rooversadvocatuur.nl/rel.php,FALSE
malest.com,FALSE
dl01.faddmr.com/n/e176d94e-d9b7-11e2-a752-00259033c1da/Setup.exe?tid=102dccc4aa5799d2efb748b9dd0e4fFake,FALSE
dl01.faddmr.com/n/3.0.15.1/9041377/Setup.exe?tid=102dccc4aa5799d2efb748b9dd0e4f,FALSE
rebeccacella.com/wp-content/plugins/subscribe/,FALSE
lowes-pianos-and-organs.com/images/d521c2a038/?zAXbu4Wah12XtNHf0YTNwgTNwIjM0ATMzIDfvgzMwEmMjFjM1Q2LzV2Zh1Wav02bj5,FALSE
lcbcad.co.uk/4541b36fdd41b9610c2e870b21fc5022/q.php,FALSE
v.inigsplan.ru/lich/inc/v7675/?/,FALSE
mailboto.com/landing/themes/bluemarine/corso/index.htm,FALSE
guyscards.com/adobe/,FALSE
guyscards.com/adobe/update_flash_player.exe,FALSE
teameda.comcastbiz.net/expanding/index.html,FALSE
wc0x83ghk.homepage.t-online.de/communed/ameba.js,FALSE
instruminahui.edu.ec/201403/editor.html,FALSE
server1.extra-web.cz/dbm.exe,FALSE
nutnet.ir/dl/nnnew.txt,FALSE
eliehabib.com/topic/regard_alternate_sheet.php,FALSE
kipasdenim.com/images/wp-sts.php,FALSE
praxisww.com/wp-stc.php,FALSE
romvarimarton.hu/wp-stc.php,FALSE
saemark.is/wp-content/plugins/wp-sts.php,FALSE
vitamasaz.pl/wp-stc.php,FALSE
coloritpak.by/wp-stc.php,FALSE
fasadobygg.com/wp-stc.php,FALSE
hausnet.ru/wp-stc.php,FALSE
joomlalivechat.com/wp-stc.php,FALSE
litra.com.mk/wp-sts.php,FALSE
over50datingservices.com/wp-stc.php,FALSE
praxisww.com/wp-stc.php,FALSE
saemark.is/wp-content/plugins/wp-sts.php,FALSE
wyroki.eu/wp-stc.php,FALSE
manoske.com/main.php?label=TJaxqKIV0+wlz0MJN5SxypUhWaVDQDqE4PwfdxjPls0=,FALSE
mmile.com/images/rhcs05.exe,FALSE
highflyingfood.com/images/vids/adobe_flash.exe,FALSE
highflyingfood.com/images/vids/,FALSE
highflyingfood.com/images/vids/qp.php?out,FALSE
highflyingfood.com/images/vids/archives/porno1.zip,FALSE
highflyingfood.com/images/vids/archives/porno2.zip,FALSE
highflyingfood.com/images/vids/archives/porno3.zip,FALSE
highflyingfood.com/images/vids/archives/porno4.zip,FALSE
highflyingfood.com/images/vids/archives/porno5.zip,FALSE
highflyingfood.com/images/vids/archives/porno6.zip,FALSE
windspotter.net/?r=site/widget,FALSE
luggage-tv.com/adobe/update_flash_player.exe,FALSE
luggagepreview.com/adobe/update_flash_player.exe,FALSE
luggagecast.com/adobe/update_flash_player.exe,FALSE
kapcotool.com/adobe/update_flash_player.exe,FALSE
kapcotool.com/topic/able_disturb_planning.php,FALSE
luggage-tv.com//topic/able_disturb_planning.php,FALSE
luggagepreview.com//topic/able_disturb_planning.php,FALSE
by98.com/reincarnate/index.html,FALSE
ad.getfond.info,FALSE
dcanscapital.co.uk/panhandled/scientists.js,FALSE
japanesevehicles.us/vector/internees.js,FALSE
teameda.net/tipsier/stuttgart.js,FALSE
luggagecast.com/topic/able_disturb_planning.php,FALSE
mmile.com/images/bl.exe,FALSE
moviedownloader.net/d/GraboidMovieDownloader-3.54.exe,FALSE
bluecutsystem.com/load3.exe,FALSE
tube8vidsvrx.ddns.name/2013/girl-fucked-by-dog.avi.exe,FALSE
tube8vidsvtp.dnset.com/2013/girl-fucked-by-dog.avi.exe,FALSE
tube8vidswsy.dnset.com/2013/girl-fucked-by-dog.avi.exe,FALSE
tube8vidswtb.ddns.name/2013/girl-fucked-by-dog.avi.exe,FALSE
tube8vidswys.ddns.name/2013/girl-fucked-by-dog.avi.exe,FALSE
tube8vidsxlo.ddns.name/2013/girl-fucked-by-dog.avi.exe,FALSE
tube8vidsxmx.dnset.com/2013/girl-fucked-by-dog.avi.exe,FALSE
tube8vidsxpg.ddns.name/2013/girl-fucked-by-dog.avi.exe,FALSE
tube8vidsxpp.dnset.com/2013/girl-fucked-by-dog.avi.exe,FALSE
